,cost,quantity,num_sold,percent_sold
5823,22.75,65.0,24.0,0.36923076923076925
5824,311.5,400.0,36.0,0.09
5825,26.5,140.0,14.0,0.1
5826,17.666666666666668,1500.0,92.0,0.06133333333333333
5827,55.93,75.0,1.0,0.013333333333333334
5828,40.0,19.0,19.0,1.0
5829,100.0,100.0,2.0,0.02
5830,4.23,160.0,32.0,0.2
5831,5.0,25.0,2.0,0.08
5832,141.51,42.0,0.0,0.0
5833,25.0,20.0,1.0,0.05
5834,631.8181818181819,659.0,221.0,0.3353566009104704
5835,69.0,10.0,3.0,0.3
5836,4.0,72.0,46.0,0.6388888888888888
5837,10.0,36.0,36.0,1.0
5838,81.89166666666667,1000.0,68.0,0.068
5839,2.05,30.0,30.0,1.0
5840,70.175,18.0,12.0,0.6666666666666666
5841,10.908,110.0,35.0,0.3181818181818182
5842,46.01,25.0,8.0,0.32
5843,94.0,10000.0,6.0,0.0006
5844,33.19,20.0,18.0,0.9
5845,112.15,20.0,0.0,0.0
5846,55.883,1480.0,357.0,0.24121621621621622
5847,25.0,25.0,1.0,0.04
5848,564.22,6.0,1.0,0.16666666666666666
5849,950.22,6.0,1.0,0.16666666666666666
5850,42.0,1250.0,16.0,0.0128
5851,125.0,24.0,3.0,0.125
5852,34.0,240.0,64.0,0.26666666666666666
5853,2.0,40.0,1.0,0.025
5854,25.0,64.0,111.0,1.734375
5855,67.5,400000.0,1411.0,0.0035275
5856,40.0,16.0,16.0,1.0
5857,25.0,2100.0,56.0,0.02666666666666667
5858,21.666666666666668,100.0,4.0,0.04
5859,20.0,100.0,11.0,0.11
5860,41.25,600.0,1.0,0.0016666666666666668
5861,10.0,60.0,0.0,0.0
5862,40.0,600.0,0.0,0.0
5863,18.78,12.0,1.0,0.08333333333333333
5864,43.142857142857146,132.0,36.0,0.2727272727272727
5865,46.26,21.0,22.0,1.0476190476190477
5866,11.255,80.0,3.0,0.0375
5867,45.0,150.0,2.0,0.013333333333333334
5868,12.0,500.0,3.0,0.006
5869,100.0,50.0,0.0,0.0
5870,52.5,180.0,0.0,0.0
5871,10.0,300.0,3.0,0.01
5872,118.33333333333333,155.0,25.0,0.16129032258064516
5873,20.0,600.0,8.0,0.013333333333333334
5874,713.8,15.0,8.0,0.5333333333333333
5875,2.3333333333333335,150.0,11.0,0.07333333333333333
5876,266.6666666666667,40.0,0.0,0.0
5877,0.0,100.0,45.0,0.45
5878,40.0,2000.0,15.0,0.0075
5879,116.83999999999999,300.0,56.0,0.18666666666666668
5880,17.5,200.0,44.0,0.22
5881,37.785,16.0,15.0,0.9375
5882,134.995,22.0,1.0,0.045454545454545456
5883,44.8,900.0,2.0,0.0022222222222222222
5884,5.0,40.0,14.0,0.35
5885,32.0,41.0,3.0,0.07317073170731707
5886,31.25,120.0,51.0,0.425
5887,412.235,20.0,8.0,0.4
5888,155.29,6.0,2.0,0.3333333333333333
5889,24.0,100.0,42.0,0.42
5890,15.0,200.0,14.0,0.07
5891,35.0,80.0,28.0,0.35
5892,5.0,80.0,45.0,0.5625
5893,8.0,90.0,33.0,0.36666666666666664
5894,92.56,2.0,2.0,1.0
5895,7.333333333333333,252.0,9.0,0.03571428571428571
5896,15.666666666666666,36.0,261.0,7.25
5897,10.907777777777778,360.0,35.0,0.09722222222222222
5898,55.0,20.0,2.0,0.1
5899,167.5,950.0,104.0,0.10947368421052632
5900,6.57,150.0,5.0,0.03333333333333333
5901,15.0,150.0,95.0,0.6333333333333333
5902,24.209999999999997,450.0,52.0,0.11555555555555555
5903,6.153333333333333,360.0,9.0,0.025
5904,500.0,10.0,0.0,0.0
5905,61.2525,171000.0,8.0,4.6783625730994155e-05
5906,17.91,12.0,2.0,0.16666666666666666
5907,36.81,40.0,8.0,0.2
5908,10.0,50.0,12.0,0.24
5909,1445.05,20.0,0.0,0.0
5910,46.81818181818182,1336.0,74.0,0.05538922155688623
5911,30.0,40.0,21.0,0.525
5912,40.0,60.0,13.0,0.21666666666666667
5913,76.32,150.0,79.0,0.5266666666666666
5914,108.31,700.0,233.0,0.33285714285714285
5915,60.0,30.0,3.0,0.1
5916,15.799999999999999,20.0,8.0,0.4
5917,23.814999999999998,200.0,6.0,0.03
5918,30.0,25.0,2.0,0.08
5919,25.0,140.0,141.0,1.0071428571428571
5920,49.0825,283.0,248.0,0.8763250883392226
5921,4.405,50.0,10.0,0.2
5922,68.75,205.0,45.0,0.21951219512195122
5923,41.76,100.0,2.0,0.02
5924,220.0,440.0,1.0,0.0022727272727272726
5925,40.0,6000.0,1558.0,0.25966666666666666
5926,208.48,40.0,5.0,0.125
5927,18.0,25.0,9.0,0.36
5928,208.48,40.0,29.0,0.725
5929,37.0,180.0,126.0,0.7
5930,320.0,3.0,3.0,1.0
5931,30.0,60.0,1.0,0.016666666666666666
5932,55.0,22.0,8.0,0.36363636363636365
5933,,0.0,0.0,
5934,12.5,200.0,95.0,0.475
5935,41.64,230.0,16.0,0.06956521739130435
5936,35.0,21.0,11.0,0.5238095238095238
5937,70.0,21.0,9.0,0.42857142857142855
5938,35.0,26.0,1.0,0.038461538461538464
5939,0.0,100.0,16.0,0.16
5940,116.51,10.0,8.0,0.8
5941,8.46,100.0,7.0,0.07
5942,20.0,30.0,18.0,0.6
5943,150.0,200.0,1.0,0.005
5944,8.46,8.0,8.0,1.0
5945,18.333333333333332,1010.0,286.0,0.28316831683168314
5946,45.0,160.0,1.0,0.00625
5947,92.6725,80.0,19.0,0.2375
5948,39.166666666666664,6000.0,516.0,0.086
5949,0.0,300.0,83.0,0.27666666666666667
5950,13.18,30.0,22.0,0.7333333333333333
5951,27.36,100.0,59.0,0.59
5952,7.0,60.0,79.0,1.3166666666666667
5953,10.0,100.0,1.0,0.01
5954,8.75,10.0,3.0,0.3
5955,400.0,1.0,1.0,1.0
5956,4.05,15.0,1.0,0.06666666666666667
5957,140.35,15.0,13.0,0.8666666666666667
5958,50.0,14.0,2.0,0.14285714285714285
5959,0.0,20.0,2.0,0.1
5960,11.255,50.0,11.0,0.22
5961,45.0,4000.0,2030.0,0.5075
5962,109.0,126.0,34.0,0.2698412698412698
5963,112.0,12.0,1.0,0.08333333333333333
5964,133.33333333333334,300.0,12.0,0.04
5965,8.46,45.0,2.0,0.044444444444444446
5966,33.333333333333336,90.0,0.0,0.0
5967,3.0,450.0,143.0,0.31777777777777777
5968,62.715,350.0,55.0,0.15714285714285714
5969,54.47,10.0,3.0,0.3
5970,0.8333333333333334,272.0,8.0,0.029411764705882353
5971,30.0,50.0,2.0,0.04
5972,92.31,25.0,7.0,0.28
5973,55.0,200.0,18.0,0.09
5974,71.86,70.0,17.0,0.24285714285714285
5975,6.8775,8.0,3.0,0.375
5976,7.5,200000.0,0.0,0.0
5977,43.66,28.0,2.0,0.07142857142857142
5978,100.0,10.0,0.0,0.0
5979,46.26,1.0,1.0,1.0
5980,476.24,1500.0,29.0,0.019333333333333334
5981,17.91,200.0,49.0,0.245
5982,50.0,1.0,1.0,1.0
5983,40.0,30.0,0.0,0.0
5984,13.91,45.0,26.0,0.5777777777777777
5985,20.0,350.0,5.0,0.014285714285714285
5986,99.0,30.0,10.0,0.3333333333333333
5987,37.29125,800.0,96.0,0.12
5988,9.95,35.0,30.0,0.8571428571428571
5989,49.0,20.0,10.0,0.5
5990,,0.0,0.0,
5991,3.435,450.0,395.0,0.8777777777777778
5992,13.18,15.0,7.0,0.4666666666666667
5993,3.2916666666666665,640.0,117.0,0.1828125
5994,5.9175,598.0,60.0,0.10033444816053512
5995,5.0,40.0,9.0,0.225
5996,40.0,40.0,27.0,0.675
5997,117.13,50.0,14.0,0.28
5998,300.0,10.0,0.0,0.0
5999,25.0,215.0,3.0,0.013953488372093023
6000,0.0,100.0,14.0,0.14
6001,9.0,110.0,65.0,0.5909090909090909
6002,4.0,1000.0,54.0,0.054
6003,18.02,400.0,1.0,0.0025
6004,3143.7625000000003,80.0,6.0,0.075
6005,35.0,100.0,0.0,0.0
6006,12.5,75.0,9.0,0.12
6007,66.66666666666667,146.0,54.0,0.3698630136986301
6008,79.9975,2000.0,3.0,0.0015
6009,0.0,1069.0,12.0,0.011225444340505144
6010,15.625,255.0,255.0,1.0
6011,271.6666666666667,3301.0,642.0,0.19448651923659496
6012,8.333333333333334,400.0,141.0,0.3525
6013,35.0,57.0,3.0,0.05263157894736842
6014,30.0,207.0,170.0,0.821256038647343
6015,55.0,150.0,24.0,0.16
6016,50.0,40.0,18.0,0.45
6017,200.0,20.0,2.0,0.1
6018,14.0,64.0,18.0,0.28125
6019,14.696666666666667,650.0,24.0,0.036923076923076927
6020,25.0,70.0,10.0,0.14285714285714285
6021,50.0,16.0,16.0,1.0
6022,0.0,75.0,50.0,0.6666666666666666
6023,52.69230769230769,3975.0,72.0,0.018113207547169812
6024,28.351999999999997,186.0,15.0,0.08064516129032258
6025,18.333333333333332,65.0,22.0,0.3384615384615385
6026,8.73,2075.0,75.0,0.03614457831325301
6027,200.0,100.0,4.0,0.04
6028,35.86,14.0,14.0,1.0
6029,1714.1666666666667,753.0,2.0,0.0026560424966799467
6030,170.8,30.0,10.0,0.3333333333333333
6031,375.0,60.0,0.0,0.0
6032,300.0,30.0,3.0,0.1
6033,17.91,50.0,10.0,0.2
6034,7.5,94.0,0.0,0.0
6035,60.0,70.0,3.0,0.04285714285714286
6036,60.43,35.0,1.0,0.02857142857142857
6037,13.186666666666667,1500.0,6.0,0.004
6038,15.635000000000002,60.0,2.0,0.03333333333333333
6039,154.11,30.0,19.0,0.6333333333333333
6040,6.5,200.0,4.0,0.02
6041,10.0,80.0,43.0,0.5375
6042,32.08,20.0,19.0,0.95
6043,15.0,51.0,1.0,0.0196078431372549
6044,15.55,400.0,11.0,0.0275
6045,318.19,40.0,1.0,0.025
6046,27.5,40.0,11.0,0.275
6047,6.666666666666667,80.0,15.0,0.1875
6048,18.02,30.0,25.0,0.8333333333333334
6049,344.1,12.0,1.0,0.08333333333333333
6050,83.33333333333333,820.0,269.0,0.3280487804878049
6051,8.41,160.0,4.0,0.025
6052,60.45,25.0,15.0,0.6
6053,9.0,350.0,8.0,0.022857142857142857
6054,250.0,40.0,0.0,0.0
6055,30.0,2700.0,76.0,0.028148148148148148
6056,4.68,700.0,95.0,0.1357142857142857
6057,38.7,3.0,2.0,0.6666666666666666
6058,13.775,120.0,57.0,0.475
6059,21.44,400.0,187.0,0.4675
6060,36.35,11.0,11.0,1.0
6061,0.0,50.0,0.0,0.0
6062,241.66666666666666,1025.0,68.0,0.06634146341463415
6063,13.185,50.0,13.0,0.26
6064,4.68,40.0,36.0,0.9
6065,93.51,200.0,46.0,0.23
6066,140.76,20.0,9.0,0.45
6067,110.98333333333333,10.0,5.0,0.5
6068,17.5,75.0,55.0,0.7333333333333333
6069,9.0,30.0,1.0,0.03333333333333333
6070,39.927499999999995,760.0,104.0,0.1368421052631579
6071,110.98333333333333,10.0,2.0,0.2
6072,5.0,100.0,18.0,0.18
6073,110.98333333333333,10.0,4.0,0.4
6074,110.98333333333333,10.0,8.0,0.8
6075,34.6,170.0,7.0,0.041176470588235294
6076,112.06666666666666,9600.0,13.0,0.0013541666666666667
6077,50.0,5.0,1.0,0.2
6078,987.5333333333334,70.0,12.0,0.17142857142857143
6079,1.87,600.0,113.0,0.18833333333333332
6080,46.51,200.0,28.0,0.14
6081,40.0,200.0,49.0,0.245
6082,12.0,500000.0,2587.0,0.005174
6083,8.46,60.0,34.0,0.5666666666666667
6084,13.45,30.0,1.0,0.03333333333333333
6085,15.0,120.0,31.0,0.25833333333333336
6086,141.51,30.0,14.0,0.4666666666666667
6087,5.0,35.0,17.0,0.4857142857142857
6088,17.91,200.0,33.0,0.165
6089,186.5,48.0,12.0,0.25
6090,6.1000000000000005,25.0,17.0,0.68
6091,27.36,180.0,93.0,0.5166666666666667
6092,35.075,150.0,79.0,0.5266666666666666
6093,36.81,9.0,1.0,0.1111111111111111
6094,17.5,100.0,46.0,0.46
6095,20.0,210.0,210.0,1.0
6096,100.0,5000.0,0.0,0.0
6097,15.0,100.0,98.0,0.98
6098,17.81,50.0,15.0,0.3
6099,15.0,2000.0,325.0,0.1625
6100,45.0,25.0,8.0,0.32
6101,45.7,20.0,2.0,0.1
6102,15.0,100.0,27.0,0.27
6103,164.38,100.0,3.0,0.03
6104,30.0,40.0,28.0,0.7
6105,60.0,100.0,85.0,0.85
6106,5.0,493.0,469.0,0.9513184584178499
6107,8.0,50.0,15.0,0.3
6108,0.025,3.0,5.0,1.6666666666666667
6109,61.833333333333336,6.0,5.0,0.8333333333333334
6110,18.15,297.0,211.0,0.7104377104377104
6111,11.25,500.0,4.0,0.008
6112,25.0,50.0,1.0,0.02
6113,34.5,131.0,1.0,0.007633587786259542
6114,15.0,100.0,5.0,0.05
6115,89.56333333333335,214.0,5.0,0.02336448598130841
6116,25.0,100.0,4.0,0.04
6117,187.01,15.0,3.0,0.2
6118,45.0,400.0,82.0,0.205
6119,5.0,255.0,64.0,0.25098039215686274
6120,15.0,20.0,10.0,0.5
6121,0.0,15.0,0.0,0.0
6122,166.66666666666666,75.0,1.0,0.013333333333333334
6123,10.0,30.0,17.0,0.5666666666666667
6124,10.333333333333334,215.0,7.0,0.03255813953488372
6125,10.333333333333334,215.0,5.0,0.023255813953488372
6126,654.8233333333333,1400.0,1.0,0.0007142857142857143
6127,52.685,1000.0,27.0,0.027
6128,74.61,40.0,28.0,0.7
6129,11.0,20.0,2.0,0.1
6130,15.0,120.0,8.0,0.06666666666666667
6131,17.91,250.0,18.0,0.072
6132,131.0,50.0,34.0,0.68
6133,46.35,8.0,5.0,0.625
6134,33.75,200.0,13.0,0.065
6135,28.333333333333332,1000.0,2.0,0.002
6136,0.0,100.0,1.0,0.01
6137,20.0,1800.0,11.0,0.006111111111111111
6138,22.00833333333333,472.0,130.0,0.2754237288135593
6139,75.0,1.0,1.0,1.0
6140,542.95,20.0,2.0,0.1
6141,25.0,20.0,5.0,0.25
6142,17.905,35.0,21.0,0.6
6143,46.755,14.0,7.0,0.5
6144,102.00999999999999,100.0,6.0,0.06
6145,93.51,50.0,9.0,0.18
6146,0.0,500.0,4.0,0.008
6147,17.0,2500.0,36.0,0.0144
6148,650.0,20.0,8.0,0.4
6149,306.13,20.0,13.0,0.65
6150,7.5,3200.0,141.0,0.0440625
6151,35.0,85.0,9.0,0.10588235294117647
6152,713.8,30.0,13.0,0.43333333333333335
6153,533.3333333333334,140.0,56.0,0.4
6154,376.6666666666667,27.0,15.0,0.5555555555555556
6155,145.51571428571427,650.0,79.0,0.12153846153846154
6156,31.91,100.0,11.0,0.11
6157,210.0,10.0,2.0,0.2
6158,5.62,100.0,0.0,0.0
6159,286.5,48.0,3.0,0.0625
6160,50.0,10.0,4.0,0.4
6161,6.908888888888889,2150.0,264.0,0.12279069767441861
6162,8.51,12.0,3.0,0.25
6163,162.5,150.0,2.0,0.013333333333333334
6164,363.5,25.0,2.0,0.08
6165,31.2375,34.0,9.0,0.2647058823529412
6166,46.01,50.0,16.0,0.32
6167,13.6875,1208.0,610.0,0.5049668874172185
6168,41.25,270.0,31.0,0.11481481481481481
6169,46.26,24.0,2.0,0.08333333333333333
6170,45.41,6.0,6.0,1.0
6171,20.0,100.0,1.0,0.01
6172,188.01,1000.0,1.0,0.001
6173,45.0,70.0,43.0,0.6142857142857143
6174,10.0,350.0,157.0,0.44857142857142857
6175,25.0,101.0,101.0,1.0
6176,10.7625,8000.0,1.0,0.000125
6177,8.0,50.0,10.0,0.2
6178,3.73,90.0,34.0,0.37777777777777777
6179,11.0,374.0,2.0,0.0053475935828877
6180,125.0,225.0,47.0,0.2088888888888889
6181,69.85,1.0,1.0,1.0
6182,20.0,150.0,1.0,0.006666666666666667
6183,454.03999999999996,39.0,5.0,0.1282051282051282
6184,411.0416666666667,1800.0,52.0,0.028888888888888888
6185,65.0,200.0,3.0,0.015
6186,5.0,215.0,132.0,0.6139534883720931
6187,71.685,900.0,8.0,0.008888888888888889
6188,17.91,600.0,13.0,0.021666666666666667
6189,45.31,5000.0,8.0,0.0016
6190,12.0,30.0,11.0,0.36666666666666664
6191,30.0,25.0,1.0,0.04
6192,10.0,200.0,41.0,0.205
6193,666.6666666666666,170.0,66.0,0.38823529411764707
6194,45.0,25.0,2.0,0.08
6195,17.5,15.0,5.0,0.3333333333333333
6196,47.5,100.0,60.0,0.6
6197,5.0,110.0,116.0,1.0545454545454545
6198,4.99,24.0,21.0,0.875
6199,250.0,4.0,3.0,0.75
6200,0.0,600.0,6.0,0.01
6201,60.435,14.0,7.0,0.5
6202,60.435,14.0,7.0,0.5
6203,11.0,35.0,25.0,0.7142857142857143
6204,65.38461538461539,1595.0,1.0,0.0006269592476489029
6205,8.0,25.0,15.0,0.6
6206,199.0,10.0,10.0,1.0
6207,22.63,95.0,45.0,0.47368421052631576
6208,529.8233333333334,90.0,7.0,0.07777777777777778
6209,92.07,22.0,1.0,0.045454545454545456
6210,42.5,39.0,36.0,0.9230769230769231
6211,50.0,800.0,732.0,0.915
6212,13.432500000000001,4000.0,13.0,0.00325
6213,3.11,40.0,12.0,0.3
6214,129.37333333333333,200.0,51.0,0.255
6215,15.0,60.0,47.0,0.7833333333333333
6216,46.26,40.0,1.0,0.025
6217,13.19,100.0,25.0,0.25
6218,144.71,10.0,2.0,0.2
6219,600.0,30.0,10.0,0.3333333333333333
6220,1592.0,10.0,10.0,1.0
6221,36.94,158.0,113.0,0.7151898734177216
6222,40.0,50.0,9.0,0.18
6223,10.0,900.0,0.0,0.0
6224,91.25,24.0,11.0,0.4583333333333333
6225,26.5,60.0,13.0,0.21666666666666667
6226,10.0,140.0,5.0,0.03571428571428571
6227,27.36,30.0,2.0,0.06666666666666667
6228,17.5,300.0,211.0,0.7033333333333334
6229,30.0,100.0,6.0,0.06
6230,0.0,2500.0,573.0,0.2292
6231,71.33333333333333,400.0,2.0,0.005
6232,44.5,150.0,31.0,0.20666666666666667
6233,30.0,150.0,36.0,0.24
6234,30.0,44.0,20.0,0.45454545454545453
6235,73.66,50.0,13.0,0.26
6236,17.81,20.0,16.0,0.8
6237,110.0,47.0,7.0,0.14893617021276595
6238,30.0,30.0,0.0,0.0
6239,36.61,50.0,11.0,0.22
6240,25.0,16.0,4.0,0.25
6241,11.25,350.0,4.0,0.011428571428571429
6242,150.0,20.0,16.0,0.8
6243,1500.0,100.0,0.0,0.0
6244,542.95,20.0,1.0,0.05
6245,65.0,110.0,0.0,0.0
6246,8.75,400.0,67.0,0.1675
6247,15.0,300.0,0.0,0.0
6248,69.85,60.0,0.0,0.0
6249,77.5,327.0,250.0,0.764525993883792
6250,10.0,170.0,152.0,0.8941176470588236
6251,22.5,270.0,33.0,0.12222222222222222
6252,10.0,250.0,137.0,0.548
6253,100.0,40.0,0.0,0.0
6254,15.0,1100.0,4.0,0.0036363636363636364
6255,4.17,60.0,32.0,0.5333333333333333
6256,282.03,1000.0,7.0,0.007
6257,15.0,50.0,8.0,0.16
6258,0.0,500.0,0.0,0.0
6259,317.5,430.0,0.0,0.0
6260,20.0,25.0,2.0,0.08
6261,25.0,10.0,2.0,0.2
6262,140.3,12.0,5.0,0.4166666666666667
6263,15.0,201.0,13.0,0.06467661691542288
6264,22.51,15.0,12.0,0.8
6265,19.281666666666666,16400.0,543.0,0.03310975609756098
6266,50.0,78.0,78.0,1.0
6267,0.0,500.0,0.0,0.0
6268,355.7142857142857,364.0,319.0,0.8763736263736264
6269,5.0,190.0,57.0,0.3
6270,155.0,2155.0,834.0,0.3870069605568445
6271,13.18,15.0,1.0,0.06666666666666667
6272,8.5,55.0,7.0,0.12727272727272726
6273,40.0,29.0,24.0,0.8275862068965517
6274,40.0,50.0,5.0,0.1
6275,1.0,1.0,1.0,1.0
6276,32.08,18.0,18.0,1.0
6277,93.33333333333333,500.0,112.0,0.224
6278,69.88,54.0,0.0,0.0
6279,300.0,800.0,0.0,0.0
6280,125.0,8.0,5.0,0.625
6281,4.29,36.0,31.0,0.8611111111111112
6282,79.99,35.0,10.0,0.2857142857142857
6283,54.760000000000005,172.0,43.0,0.25
6284,12.64,26.0,5.0,0.19230769230769232
6285,100.0,130.0,67.0,0.5153846153846153
6286,367.07,1530.0,949.0,0.6202614379084967
6287,350.0,19.0,7.0,0.3684210526315789
6288,54.760000000000005,232.0,58.0,0.25
6289,60.45,30.0,1.0,0.03333333333333333
6290,0.0,100.0,0.0,0.0
6291,20.0,200.0,5.0,0.025
6292,0.0,100.0,0.0,0.0
6293,0.0,100.0,0.0,0.0
6294,0.0,100.0,0.0,0.0
6295,300.0,600.0,0.0,0.0
6296,12.0,400.0,200.0,0.5
6297,12.5,10.0,10.0,1.0
6298,2643.8,40.0,7.0,0.175
6299,65.27999999999999,890.0,225.0,0.25280898876404495
6300,25.0,100.0,21.0,0.21
6301,13.18,100.0,2.0,0.02
6302,13.18,20.0,9.0,0.45
6303,10.753333333333332,100.0,18.0,0.18
6304,27.55,50.0,0.0,0.0
6305,27.5,220.0,24.0,0.10909090909090909
6306,325.0,55.0,28.0,0.509090909090909
6307,12.0,3180.0,957.0,0.3009433962264151
6308,18.85,1000.0,98.0,0.098
6309,10.0,5000.0,122.0,0.0244
6310,208.798,855.0,9.0,0.010526315789473684
6311,10.0,150.0,7.0,0.04666666666666667
6312,20.0,100.0,1.0,0.01
6313,22.63,100.0,64.0,0.64
6314,13.666666666666666,500.0,20.0,0.04
6315,15.0,500.0,7.0,0.014
6316,30.0,420.0,146.0,0.3476190476190476
6317,450.79999999999995,8.0,2.0,0.25
6318,25.0,100.0,32.0,0.32
6319,35.0,50.0,5.0,0.1
6320,15.0,62.0,17.0,0.27419354838709675
6321,8.46,30.0,30.0,1.0
6322,8.5,100.0,25.0,0.25
6323,41.31,25.0,3.0,0.12
6324,22.5,600.0,6.0,0.01
6325,20.0,300.0,50.0,0.16666666666666666
6326,18.18,2.0,1.0,0.5
6327,52.12,50.0,23.0,0.46
6328,2.8033333333333332,170.0,84.0,0.49411764705882355
6329,32.5,2210.0,106.0,0.04796380090497738
6330,30.0,1500.0,183.0,0.122
6331,10.0,800.0,1164.0,1.455
6332,6.542857142857143,1573.0,51.0,0.03242212333121424
6333,5.0,150.0,95.0,0.6333333333333333
6334,10.0,230.0,14.0,0.06086956521739131
6335,40.0,20.0,2.0,0.1
6336,30.0,1500.0,2.0,0.0013333333333333333
6337,17.91,400.0,6.0,0.015
6338,12.5,175.0,91.0,0.52
6339,8.75,100.0,53.0,0.53
6340,10.0,1000.0,2.0,0.002
6341,68.935,200.0,29.0,0.145
6342,44.95,2000.0,9.0,0.0045
6343,2.5,550.0,36.0,0.06545454545454546
6344,0.0,1.0,1.0,1.0
6345,22.63,10.0,8.0,0.8
6346,17.2,70.0,30.0,0.42857142857142855
6347,5.0,245.0,215.0,0.8775510204081632
6348,74.61,35.0,5.0,0.14285714285714285
6349,37.836666666666666,300.0,42.0,0.14
6350,17.5,15.0,3.0,0.2
6351,20.0,14.0,8.0,0.5714285714285714
6352,100.0,48.0,47.0,0.9791666666666666
6353,30.0,300.0,254.0,0.8466666666666667
6354,9.0,200.0,3.0,0.015
6355,40.0,45.0,11.0,0.24444444444444444
6356,100.0,486.0,16.0,0.03292181069958848
6357,185.04,826.0,13.0,0.015738498789346248
6358,43.0,220.0,79.0,0.35909090909090907
6359,800.0,1.0,0.0,0.0
6360,60.0,200.0,4.0,0.02
6361,91.66666666666667,148.0,5.0,0.033783783783783786
6362,3.73,50.0,43.0,0.86
6363,46.26,20.0,4.0,0.2
6364,40.0,20.0,3.0,0.15
6365,13.11,7.0,7.0,1.0
6366,300.0,30.0,0.0,0.0
6367,60.0,400.0,112.0,0.28
6368,40.0,8.0,8.0,1.0
6369,8.33,40.0,12.0,0.3
6370,18.475,180.0,81.0,0.45
6371,69.88,18.0,15.0,0.8333333333333334
6372,8.333333333333334,11310.0,185.0,0.016357206012378427
6373,262.5,140.0,2.0,0.014285714285714285
6374,8.5,200.0,9.0,0.045
6375,9.318181818181818,2971.0,73.0,0.024570851565129587
6376,45.07,23.0,19.0,0.8260869565217391
6377,30.05666666666666,34.0,9.0,0.2647058823529412
6378,40.0,10.0,9.0,0.9
6379,24.0,710.0,240.0,0.3380281690140845
6380,88.65,50.0,33.0,0.66
6381,10.0,600.0,3.0,0.005
6382,17.5,260.0,92.0,0.35384615384615387
6383,13.45,24.0,15.0,0.625
6384,80.0,400.0,51.0,0.1275
6385,117.13,250.0,2.0,0.008
6386,17.91,3000.0,16.0,0.005333333333333333
6387,0.0,50.0,12.0,0.24
6388,22.5,210.0,45.0,0.21428571428571427
6389,50.0,450.0,52.0,0.11555555555555555
6390,8.0,50.0,6.0,0.12
6391,17.91,70.0,15.0,0.21428571428571427
6392,13.18,50.0,11.0,0.22
6393,4.375,60.0,26.0,0.43333333333333335
6394,8.75,18.0,5.0,0.2777777777777778
6395,312.83,15.0,15.0,1.0
6396,22.63,100.0,14.0,0.14
6397,15.0,12.0,2.0,0.16666666666666666
6398,2.17,100.0,3.0,0.03
6399,300.0,50.0,0.0,0.0
6400,15.0,200.0,66.0,0.33
6401,770.8333333333334,288.0,1.0,0.003472222222222222
6402,0.0,200.0,1.0,0.005
6403,4.42,70.0,30.0,0.42857142857142855
6404,14.09,125.0,41.0,0.328
6405,42.5,20.0,3.0,0.15
6406,7.5,120.0,50.0,0.4166666666666667
6407,25.0,65.0,65.0,1.0
6408,10.0,200.0,4.0,0.02
6409,40.0,5000.0,1.0,0.0002
6410,13.18,60.0,1.0,0.016666666666666666
6411,20.666666666666668,1545.0,510.0,0.3300970873786408
6412,47.005,100099.0,3.0,2.997032937391982e-05
6413,20.0,30.0,5.0,0.16666666666666666
6414,5.180000000000001,138.0,28.0,0.2028985507246377
6415,0.0,100.0,0.0,0.0
6416,75.01,250.0,27.0,0.108
6417,31.88,10.0,1.0,0.1
6418,8805.6,1.0,1.0,1.0
6419,10.0,120.0,1.0,0.008333333333333333
6420,45.88,7.0,6.0,0.8571428571428571
6421,0.0,32.0,1.0,0.03125
6422,147.06,40.0,4.0,0.1
6423,8.75,15.0,4.0,0.26666666666666666
6424,25.0,200.0,68.0,0.34
6425,29.959375,1348.0,32.0,0.02373887240356083
6426,70.15,20.0,3.0,0.15
6427,13.18,1000.0,1.0,0.001
6428,6.3,100.0,109.0,1.09
6429,109.0,100.0,1.0,0.01
6430,99.0,55.0,27.0,0.4909090909090909
6431,149.75,10.0,2.0,0.2
6432,8.75,40.0,19.0,0.475
6433,12.5,40.0,22.0,0.55
6434,37.5,300.0,3.0,0.01
6435,17.5,450.0,153.0,0.34
6436,20.0,250.0,22.0,0.088
6437,68.75,274.0,172.0,0.6277372262773723
6438,37.5,16.0,3.0,0.1875
6439,41.534000000000006,60.0,1.0,0.016666666666666666
6440,23.333333333333332,1018.0,33.0,0.03241650294695481
6441,100.0,5.0,0.0,0.0
6442,17.91,120.0,1.0,0.008333333333333333
6443,214.61,8.0,1.0,0.125
6444,295.0,15.0,11.0,0.7333333333333333
6445,143.08833333333334,60.0,28.0,0.4666666666666667
6446,250.0,30.0,11.0,0.36666666666666664
6447,150.0,20.0,0.0,0.0
6448,146.25,520.0,0.0,0.0
6449,247.0,2000.0,5.0,0.0025
6450,0.0,0.0,1.0,inf
6451,5.0,300.0,63.0,0.21
6452,13.11,20.0,9.0,0.45
6453,0.0,300.0,162.0,0.54
6454,36.81,100.0,10.0,0.1
6455,4.23,100.0,57.0,0.57
6456,12.0,20.0,1.0,0.05
6457,60.91,50.0,5.0,0.1
6458,8.0,60.0,20.0,0.3333333333333333
6459,22.76,250.0,89.0,0.356
6460,25.0,60.0,11.0,0.18333333333333332
6461,13.45,50.0,3.0,0.06
6462,22.0,125.0,73.0,0.584
6463,43.11000000000001,275.0,7.0,0.025454545454545455
